repo_path,name,start,raw_code,code,doc,tokens
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/web/v2/MemberController.java,findMembers,141,"@GetMapping(path = ""/communities/{communityId}"")
@PreAuthorize(""hasRole('OS_APP') or hasPermission('members:read')"")
@TokenValidator
public ResponseBody<List<MemberDetails>> findMembers(@PathVariable(""communityId"") long communityId, MemberBaseFindCmd cmd) {
    logger.info(""Init MemberController:getUsersByCommunity"");
    isPaginationDataValid(cmd);
    return ResponseBody.fromFindResult(memberService.findMembers(communityId, cmd).map(TO_DTO));
}","@GetMapping(path = ""/communities/{communityId}"")
@PreAuthorize(""hasRole('OS_APP') or hasPermission('members:read')"")
@TokenValidator
public ResponseBody<List<MemberDetails>> findMembers(@PathVariable(""communityId"") long communityId, MemberBaseFindCmd cmd) {
    logger.info(""Init MemberController:getUsersByCommunity"");
    isPaginationDataValid(cmd);
    return ResponseBody.fromFindResult(memberService.findMembers(communityId, cmd).map(TO_DTO));
}",,GetMapping path communities communityId PreAuthorize hasRole 'OS_APP' or hasPermission 'members read' TokenValidator public ResponseBody List MemberDetails findMembers PathVariable communityId long communityId MemberBaseFindCmd cmd logger info Init MemberController getUsersByCommunity isPaginationDataValid cmd return ResponseBody fromFindResult memberService findMembers communityId cmd map TO_DTO
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/web/v2/MemberController.java,updateMemberProperties,151,"@PutMapping(path = ""/communities/{communityId}/users/{userId}/properties"")
@PreAuthorize(""hasRole('OS_APP') or hasPermission('members:read')"")
@TokenValidator
public ResponseBody<Map<String, String>> updateMemberProperties(@PathVariable(""communityId"") long communityId, @PathVariable long userId, @RequestBody @Valid MemberUpdatePropertyCmd cmd) {
    return ResponseBody.fromObject(memberService.updateMemberProperties(communityId, userId, cmd).stream().collect(toMap(p -> p.getProperty().getName(), PropertyValue::getValue)));
}","@PutMapping(path = ""/communities/{communityId}/users/{userId}/properties"")
@PreAuthorize(""hasRole('OS_APP') or hasPermission('members:read')"")
@TokenValidator
public ResponseBody<Map<String, String>> updateMemberProperties(@PathVariable(""communityId"") long communityId, @PathVariable long userId, @RequestBody @Valid MemberUpdatePropertyCmd cmd) {
    return ResponseBody.fromObject(memberService.updateMemberProperties(communityId, userId, cmd).stream().collect(toMap(p -> p.getProperty().getName(), PropertyValue::getValue)));
}",,PutMapping path communities communityId users userId properties PreAuthorize hasRole 'OS_APP' or hasPermission 'members read' TokenValidator public ResponseBody Map String String updateMemberProperties PathVariable communityId long communityId PathVariable long userId RequestBody Valid MemberUpdatePropertyCmd cmd return ResponseBody fromObject memberService updateMemberProperties communityId userId cmd stream collect toMap p p getProperty getName PropertyValue getValue
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/web/v2/MemberController.java,validateMemberConfigUpdateCmd,160,"private List<MemberConfigUpdateCmd> validateMemberConfigUpdateCmd(List<MemberConfigUpdateCmd> configs) {
    List<MemberConfigUpdateCmd> cmds = configs.stream().filter(cmd -> cmd.getId() != null && !isEmpty(cmd.getConfKey()) && !isEmpty(cmd.getConfValue())).collect(toList());
    if (cmds.isEmpty()) {
        throw new BadRequestException(FIELDS_REQUIRED);
    }
    return cmds;
}","private List<MemberConfigUpdateCmd> validateMemberConfigUpdateCmd(List<MemberConfigUpdateCmd> configs) {
    List<MemberConfigUpdateCmd> cmds = configs.stream().filter(cmd -> cmd.getId() != null && !isEmpty(cmd.getConfKey()) && !isEmpty(cmd.getConfValue())).collect(toList());
    if (cmds.isEmpty()) {
        throw new BadRequestException(FIELDS_REQUIRED);
    }
    return cmds;
}",,private List MemberConfigUpdateCmd validateMemberConfigUpdateCmd List MemberConfigUpdateCmd configs List MemberConfigUpdateCmd cmds configs stream filter cmd cmd getId null isEmpty cmd getConfKey isEmpty cmd getConfValue collect toList if cmds isEmpty throw new BadRequestException FIELDS_REQUIRED return cmds
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/web/v2/CommunityOperationController.java,CommunityOperationController,24,"@RestController
@RequestMapping(path = ""/api/v2/communities"", produces = MediaType.APPLICATION_JSON_UTF8_VALUE)
public class CommunityOperationController extends BaseController {

    @Autowired
    private CommunityOperationService communityOperationService;

    @PostMapping(path = ""/{id}/operations/{operation}"", produces = MediaType.APPLICATION_JSON_VALUE)
    @ResponseStatus(HttpStatus.OK)
    @PreAuthorize(""hasRole('OS_APP') or hasPermission('communities:write')"")
    @TokenValidator
    public ResponseBody<List<CommunityOperationDetails>> operationSync(@PathVariable(name = ""id"") long id, @PathVariable(name = ""operation"") String operation, @RequestParam(""uploaderId"") long uploaderId, @RequestBody @Valid List<OperationCmd> operationCmd) {
        List<CommunityOperationDetails> response = communityOperationService.operationSync(id, operation, uploaderId, operationCmd).stream().map(CommunityOperationDetails::fromModel).collect(toList());
        return ResponseBody.fromObject(response);
    }
}","@RestController
@RequestMapping(path = ""/api/v2/communities"", produces = MediaType.APPLICATION_JSON_UTF8_VALUE)
public class CommunityOperationController extends BaseController {

    @Autowired
    private CommunityOperationService communityOperationService;

    @PostMapping(path = ""/{id}/operations/{operation}"", produces = MediaType.APPLICATION_JSON_VALUE)
    @ResponseStatus(HttpStatus.OK)
    @PreAuthorize(""hasRole('OS_APP') or hasPermission('communities:write')"")
    @TokenValidator
    public ResponseBody<List<CommunityOperationDetails>> operationSync(@PathVariable(name = ""id"") long id, @PathVariable(name = ""operation"") String operation, @RequestParam(""uploaderId"") long uploaderId, @RequestBody @Valid List<OperationCmd> operationCmd) {
        List<CommunityOperationDetails> response = communityOperationService.operationSync(id, operation, uploaderId, operationCmd).stream().map(CommunityOperationDetails::fromModel).collect(toList());
        return ResponseBody.fromObject(response);
    }
}",,RestController RequestMapping path api v2 communities produces MediaType APPLICATION_JSON_UTF8_VALUE public class CommunityOperationController extends BaseController Autowired private CommunityOperationService communityOperationService PostMapping path id operations operation produces MediaType APPLICATION_JSON_VALUE ResponseStatus HttpStatus OK PreAuthorize hasRole 'OS_APP' or hasPermission 'communities write' TokenValidator public ResponseBody List CommunityOperationDetails operationSync PathVariable name id long id PathVariable name operation String operation RequestParam uploaderId long uploaderId RequestBody Valid List OperationCmd operationCmd List CommunityOperationDetails response communityOperationService operationSync id operation uploaderId operationCmd stream map CommunityOperationDetails fromModel collect toList return ResponseBody fromObject response
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/web/v2/CommunityOperationController.java,operationSync,31,"@PostMapping(path = ""/{id}/operations/{operation}"", produces = MediaType.APPLICATION_JSON_VALUE)
@ResponseStatus(HttpStatus.OK)
@PreAuthorize(""hasRole('OS_APP') or hasPermission('communities:write')"")
@TokenValidator
public ResponseBody<List<CommunityOperationDetails>> operationSync(@PathVariable(name = ""id"") long id, @PathVariable(name = ""operation"") String operation, @RequestParam(""uploaderId"") long uploaderId, @RequestBody @Valid List<OperationCmd> operationCmd) {
    List<CommunityOperationDetails> response = communityOperationService.operationSync(id, operation, uploaderId, operationCmd).stream().map(CommunityOperationDetails::fromModel).collect(toList());
    return ResponseBody.fromObject(response);
}","@PostMapping(path = ""/{id}/operations/{operation}"", produces = MediaType.APPLICATION_JSON_VALUE)
@ResponseStatus(HttpStatus.OK)
@PreAuthorize(""hasRole('OS_APP') or hasPermission('communities:write')"")
@TokenValidator
public ResponseBody<List<CommunityOperationDetails>> operationSync(@PathVariable(name = ""id"") long id, @PathVariable(name = ""operation"") String operation, @RequestParam(""uploaderId"") long uploaderId, @RequestBody @Valid List<OperationCmd> operationCmd) {
    List<CommunityOperationDetails> response = communityOperationService.operationSync(id, operation, uploaderId, operationCmd).stream().map(CommunityOperationDetails::fromModel).collect(toList());
    return ResponseBody.fromObject(response);
}",,PostMapping path id operations operation produces MediaType APPLICATION_JSON_VALUE ResponseStatus HttpStatus OK PreAuthorize hasRole 'OS_APP' or hasPermission 'communities write' TokenValidator public ResponseBody List CommunityOperationDetails operationSync PathVariable name id long id PathVariable name operation String operation RequestParam uploaderId long uploaderId RequestBody Valid List OperationCmd operationCmd List CommunityOperationDetails response communityOperationService operationSync id operation uploaderId operationCmd stream map CommunityOperationDetails fromModel collect toList return ResponseBody fromObject response
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberConfigGatewayImpl.java,MemberConfigGatewayImpl,20,"@Repository
public class MemberConfigGatewayImpl implements MemberConfigGateway {

    @Autowired
    private JpaRepository repo;

    @Override
    public Optional<MemberConfig> findById(Long id) {
        return repo.findById(id);
    }

    @Override
    public MemberConfig save(MemberConfig memberConfig) {
        return repo.save(memberConfig);
    }

    @Override
    public List<MemberConfig> save(List<MemberConfig> memberConfigs) {
        return repo.saveAll(memberConfigs);
    }

    @Override
    public List<MemberConfig> findByMember(MemberId memberId) {
        return repo.findByMember(memberId);
    }

    @Override
    public FindResult<MemberConfig> findByMember(MemberId memberId, BaseFindCmd cmd) {
        Specification<MemberConfig> spec = (root, q, cb) -> cb.and(SpringData.predicates(Optional.of(cb.equal(root.get(""member"").get(""id""), memberId))));
        PageRequest page = SpringData.makePageRequest(cmd);
        Page<MemberConfig> resultPage = repo.findAll(spec, page);
        return SpringData.makeFindResult(resultPage);
    }

    @Override
    public List<MemberConfig> findByMember(MemberId memberId, List<Long> ids) {
        return repo.findByMember(memberId, ids);
    }

    @RepositoryDefinition(domainClass = MemberConfig.class, idClass = Long.class)
    interface JpaRepository extends JpaSpecificationExecutor<MemberConfig> {

        Optional<MemberConfig> findById(Long id);

        MemberConfig save(MemberConfig memberConfig);

        List<MemberConfig> saveAll(Iterable<MemberConfig> memberConfigs);

        @Query(""select mc from MemberConfig mc where mc.member.id = :memberId"")
        List<MemberConfig> findByMember(@Param(""memberId"") MemberId memberId);

        @Query(""select mc from MemberConfig mc where mc.member.id = :memberId and mc.id in :ids"")
        List<MemberConfig> findByMember(@Param(""memberId"") MemberId memberId, @Param(""ids"") List<Long> ids);
    }
}","@Repository
public class MemberConfigGatewayImpl implements MemberConfigGateway {

    @Autowired
    private JpaRepository repo;

    @Override
    public Optional<MemberConfig> findById(Long id) {
        return repo.findById(id);
    }

    @Override
    public MemberConfig save(MemberConfig memberConfig) {
        return repo.save(memberConfig);
    }

    @Override
    public List<MemberConfig> save(List<MemberConfig> memberConfigs) {
        return repo.saveAll(memberConfigs);
    }

    @Override
    public List<MemberConfig> findByMember(MemberId memberId) {
        return repo.findByMember(memberId);
    }

    @Override
    public FindResult<MemberConfig> findByMember(MemberId memberId, BaseFindCmd cmd) {
        Specification<MemberConfig> spec = (root, q, cb) -> cb.and(SpringData.predicates(Optional.of(cb.equal(root.get(""member"").get(""id""), memberId))));
        PageRequest page = SpringData.makePageRequest(cmd);
        Page<MemberConfig> resultPage = repo.findAll(spec, page);
        return SpringData.makeFindResult(resultPage);
    }

    @Override
    public List<MemberConfig> findByMember(MemberId memberId, List<Long> ids) {
        return repo.findByMember(memberId, ids);
    }

    @RepositoryDefinition(domainClass = MemberConfig.class, idClass = Long.class)
    interface JpaRepository extends JpaSpecificationExecutor<MemberConfig> {

        Optional<MemberConfig> findById(Long id);

        MemberConfig save(MemberConfig memberConfig);

        List<MemberConfig> saveAll(Iterable<MemberConfig> memberConfigs);

        @Query(""select mc from MemberConfig mc where mc.member.id = :memberId"")
        List<MemberConfig> findByMember(@Param(""memberId"") MemberId memberId);

        @Query(""select mc from MemberConfig mc where mc.member.id = :memberId and mc.id in :ids"")
        List<MemberConfig> findByMember(@Param(""memberId"") MemberId memberId, @Param(""ids"") List<Long> ids);
    }
}",,Repository public class MemberConfigGatewayImpl implements MemberConfigGateway Autowired private JpaRepository repo Override public Optional MemberConfig findById Long id return repo findById id Override public MemberConfig save MemberConfig memberConfig return repo save memberConfig Override public List MemberConfig save List MemberConfig memberConfigs return repo saveAll memberConfigs Override public List MemberConfig findByMember MemberId memberId return repo findByMember memberId Override public FindResult MemberConfig findByMember MemberId memberId BaseFindCmd cmd Specification MemberConfig spec root q cb cb and SpringData predicates Optional of cb equal root get member get id memberId PageRequest page SpringData makePageRequest cmd Page MemberConfig resultPage repo findAll spec page return SpringData makeFindResult resultPage Override public List MemberConfig findByMember MemberId memberId List Long ids return repo findByMember memberId ids RepositoryDefinition domainClass MemberConfig class idClass Long class interface JpaRepository extends JpaSpecificationExecutor MemberConfig Optional MemberConfig findById Long id MemberConfig save MemberConfig memberConfig List MemberConfig saveAll Iterable MemberConfig memberConfigs Query select mc from MemberConfig mc where mc member id memberId List MemberConfig findByMember Param memberId MemberId memberId Query select mc from MemberConfig mc where mc member id memberId and mc id in ids List MemberConfig findByMember Param memberId MemberId memberId Param ids List Long ids
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberConfigGatewayImpl.java,JpaRepository,65,"@RepositoryDefinition(domainClass = MemberConfig.class, idClass = Long.class)
interface JpaRepository extends JpaSpecificationExecutor<MemberConfig> {

    Optional<MemberConfig> findById(Long id);

    MemberConfig save(MemberConfig memberConfig);

    List<MemberConfig> saveAll(Iterable<MemberConfig> memberConfigs);

    @Query(""select mc from MemberConfig mc where mc.member.id = :memberId"")
    List<MemberConfig> findByMember(@Param(""memberId"") MemberId memberId);

    @Query(""select mc from MemberConfig mc where mc.member.id = :memberId and mc.id in :ids"")
    List<MemberConfig> findByMember(@Param(""memberId"") MemberId memberId, @Param(""ids"") List<Long> ids);
}","@RepositoryDefinition(domainClass = MemberConfig.class, idClass = Long.class)
interface JpaRepository extends JpaSpecificationExecutor<MemberConfig> {

    Optional<MemberConfig> findById(Long id);

    MemberConfig save(MemberConfig memberConfig);

    List<MemberConfig> saveAll(Iterable<MemberConfig> memberConfigs);

    @Query(""select mc from MemberConfig mc where mc.member.id = :memberId"")
    List<MemberConfig> findByMember(@Param(""memberId"") MemberId memberId);

    @Query(""select mc from MemberConfig mc where mc.member.id = :memberId and mc.id in :ids"")
    List<MemberConfig> findByMember(@Param(""memberId"") MemberId memberId, @Param(""ids"") List<Long> ids);
}",,RepositoryDefinition domainClass MemberConfig class idClass Long class interface JpaRepository extends JpaSpecificationExecutor MemberConfig Optional MemberConfig findById Long id MemberConfig save MemberConfig memberConfig List MemberConfig saveAll Iterable MemberConfig memberConfigs Query select mc from MemberConfig mc where mc member id memberId List MemberConfig findByMember Param memberId MemberId memberId Query select mc from MemberConfig mc where mc member id memberId and mc id in ids List MemberConfig findByMember Param memberId MemberId memberId Param ids List Long ids
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberConfigGatewayImpl.java,findById,26,"@Override
public Optional<MemberConfig> findById(Long id) {
    return repo.findById(id);
}","@Override
public Optional<MemberConfig> findById(Long id) {
    return repo.findById(id);
}",,Override public Optional MemberConfig findById Long id return repo findById id
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberConfigGatewayImpl.java,save,31,"@Override
public MemberConfig save(MemberConfig memberConfig) {
    return repo.save(memberConfig);
}","@Override
public MemberConfig save(MemberConfig memberConfig) {
    return repo.save(memberConfig);
}",,Override public MemberConfig save MemberConfig memberConfig return repo save memberConfig
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberConfigGatewayImpl.java,save,36,"@Override
public List<MemberConfig> save(List<MemberConfig> memberConfigs) {
    return repo.saveAll(memberConfigs);
}","@Override
public List<MemberConfig> save(List<MemberConfig> memberConfigs) {
    return repo.saveAll(memberConfigs);
}",,Override public List MemberConfig save List MemberConfig memberConfigs return repo saveAll memberConfigs
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberConfigGatewayImpl.java,findByMember,41,"@Override
public List<MemberConfig> findByMember(MemberId memberId) {
    return repo.findByMember(memberId);
}","@Override
public List<MemberConfig> findByMember(MemberId memberId) {
    return repo.findByMember(memberId);
}",,Override public List MemberConfig findByMember MemberId memberId return repo findByMember memberId
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberConfigGatewayImpl.java,findByMember,46,"@Override
public FindResult<MemberConfig> findByMember(MemberId memberId, BaseFindCmd cmd) {
    Specification<MemberConfig> spec = (root, q, cb) -> cb.and(SpringData.predicates(Optional.of(cb.equal(root.get(""member"").get(""id""), memberId))));
    PageRequest page = SpringData.makePageRequest(cmd);
    Page<MemberConfig> resultPage = repo.findAll(spec, page);
    return SpringData.makeFindResult(resultPage);
}","@Override
public FindResult<MemberConfig> findByMember(MemberId memberId, BaseFindCmd cmd) {
    Specification<MemberConfig> spec = (root, q, cb) -> cb.and(SpringData.predicates(Optional.of(cb.equal(root.get(""member"").get(""id""), memberId))));
    PageRequest page = SpringData.makePageRequest(cmd);
    Page<MemberConfig> resultPage = repo.findAll(spec, page);
    return SpringData.makeFindResult(resultPage);
}",,Override public FindResult MemberConfig findByMember MemberId memberId BaseFindCmd cmd Specification MemberConfig spec root q cb cb and SpringData predicates Optional of cb equal root get member get id memberId PageRequest page SpringData makePageRequest cmd Page MemberConfig resultPage repo findAll spec page return SpringData makeFindResult resultPage
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberConfigGatewayImpl.java,findByMember,60,"@Override
public List<MemberConfig> findByMember(MemberId memberId, List<Long> ids) {
    return repo.findByMember(memberId, ids);
}","@Override
public List<MemberConfig> findByMember(MemberId memberId, List<Long> ids) {
    return repo.findByMember(memberId, ids);
}",,Override public List MemberConfig findByMember MemberId memberId List Long ids return repo findByMember memberId ids
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberConfigGatewayImpl.java,findById,68,Optional<MemberConfig> findById(Long id);,Optional<MemberConfig> findById(Long id);,,Optional MemberConfig findById Long id
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberConfigGatewayImpl.java,save,70,MemberConfig save(MemberConfig memberConfig);,MemberConfig save(MemberConfig memberConfig);,,MemberConfig save MemberConfig memberConfig
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberConfigGatewayImpl.java,saveAll,72,List<MemberConfig> saveAll(Iterable<MemberConfig> memberConfigs);,List<MemberConfig> saveAll(Iterable<MemberConfig> memberConfigs);,,List MemberConfig saveAll Iterable MemberConfig memberConfigs
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberConfigGatewayImpl.java,findByMember,74,"@Query(""select mc from MemberConfig mc where mc.member.id = :memberId"")
List<MemberConfig> findByMember(@Param(""memberId"") MemberId memberId);","@Query(""select mc from MemberConfig mc where mc.member.id = :memberId"")
List<MemberConfig> findByMember(@Param(""memberId"") MemberId memberId);",,Query select mc from MemberConfig mc where mc member id memberId List MemberConfig findByMember Param memberId MemberId memberId
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberConfigGatewayImpl.java,findByMember,77,"@Query(""select mc from MemberConfig mc where mc.member.id = :memberId and mc.id in :ids"")
List<MemberConfig> findByMember(@Param(""memberId"") MemberId memberId, @Param(""ids"") List<Long> ids);","@Query(""select mc from MemberConfig mc where mc.member.id = :memberId and mc.id in :ids"")
List<MemberConfig> findByMember(@Param(""memberId"") MemberId memberId, @Param(""ids"") List<Long> ids);",,Query select mc from MemberConfig mc where mc member id memberId and mc id in ids List MemberConfig findByMember Param memberId MemberId memberId Param ids List Long ids
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberPropertyDefinitionGatewayImpl.java,MemberPropertyDefinitionGatewayImpl,19,"@Repository
public class MemberPropertyDefinitionGatewayImpl implements MemberPropertyDefinitionGateway {

    @Autowired
    private JpaRepository repo;

    @Override
    public MemberPropertyDefinition save(MemberPropertyDefinition memberPropertyDefinition) {
        return repo.save(memberPropertyDefinition);
    }

    @Override
    public MemberPropertyDefinition update(MemberPropertyDefinition memberPropertyDefinition) {
        return repo.save(memberPropertyDefinition);
    }

    @Override
    public List<MemberPropertyDefinition> findAllByCommunityId(long communityId) {
        return repo.findAllByCommunityIdOrderByNameAsc(communityId);
    }

    @Override
    public FindResult<MemberPropertyDefinition> findAllByCommunityId(long communityId, BaseFindCmd cmd) {
        Specification<MemberPropertyDefinition> spec = (root, q, cb) -> cb.and(SpringData.predicates(Optional.of(cb.equal(root.get(""community"").get(""id""), communityId))));
        if (cmd.getSort() == null || cmd.getSort().isEmpty()) {
            cmd.setSort(Arrays.asList(Order.fromString(""name:ASC"")));
        }
        PageRequest page = SpringData.makePageRequest(cmd);
        Page<MemberPropertyDefinition> resultPage = repo.findAll(spec, page);
        return SpringData.makeFindResult(resultPage);
    }

    @Override
    public Optional<MemberPropertyDefinition> findByCommunityIdName(long communityId, String name) {
        return repo.findByCommunityIdAndName(communityId, name);
    }

    @Override
    public MemberPropertyDefinition findById(Long id) {
        return repo.findById(id);
    }

    @RepositoryDefinition(domainClass = MemberPropertyDefinition.class, idClass = Long.class)
    interface JpaRepository extends JpaSpecificationExecutor<MemberPropertyDefinition> {

        MemberPropertyDefinition save(MemberPropertyDefinition memberPropertyDefinition);

        List<MemberPropertyDefinition> findAllByCommunityIdOrderByNameAsc(long communityId);

        Optional<MemberPropertyDefinition> findByCommunityIdAndName(long communityId, String name);

        MemberPropertyDefinition findById(Long id);
    }
}","@Repository
public class MemberPropertyDefinitionGatewayImpl implements MemberPropertyDefinitionGateway {

    @Autowired
    private JpaRepository repo;

    @Override
    public MemberPropertyDefinition save(MemberPropertyDefinition memberPropertyDefinition) {
        return repo.save(memberPropertyDefinition);
    }

    @Override
    public MemberPropertyDefinition update(MemberPropertyDefinition memberPropertyDefinition) {
        return repo.save(memberPropertyDefinition);
    }

    @Override
    public List<MemberPropertyDefinition> findAllByCommunityId(long communityId) {
        return repo.findAllByCommunityIdOrderByNameAsc(communityId);
    }

    @Override
    public FindResult<MemberPropertyDefinition> findAllByCommunityId(long communityId, BaseFindCmd cmd) {
        Specification<MemberPropertyDefinition> spec = (root, q, cb) -> cb.and(SpringData.predicates(Optional.of(cb.equal(root.get(""community"").get(""id""), communityId))));
        if (cmd.getSort() == null || cmd.getSort().isEmpty()) {
            cmd.setSort(Arrays.asList(Order.fromString(""name:ASC"")));
        }
        PageRequest page = SpringData.makePageRequest(cmd);
        Page<MemberPropertyDefinition> resultPage = repo.findAll(spec, page);
        return SpringData.makeFindResult(resultPage);
    }

    @Override
    public Optional<MemberPropertyDefinition> findByCommunityIdName(long communityId, String name) {
        return repo.findByCommunityIdAndName(communityId, name);
    }

    @Override
    public MemberPropertyDefinition findById(Long id) {
        return repo.findById(id);
    }

    @RepositoryDefinition(domainClass = MemberPropertyDefinition.class, idClass = Long.class)
    interface JpaRepository extends JpaSpecificationExecutor<MemberPropertyDefinition> {

        MemberPropertyDefinition save(MemberPropertyDefinition memberPropertyDefinition);

        List<MemberPropertyDefinition> findAllByCommunityIdOrderByNameAsc(long communityId);

        Optional<MemberPropertyDefinition> findByCommunityIdAndName(long communityId, String name);

        MemberPropertyDefinition findById(Long id);
    }
}",,Repository public class MemberPropertyDefinitionGatewayImpl implements MemberPropertyDefinitionGateway Autowired private JpaRepository repo Override public MemberPropertyDefinition save MemberPropertyDefinition memberPropertyDefinition return repo save memberPropertyDefinition Override public MemberPropertyDefinition update MemberPropertyDefinition memberPropertyDefinition return repo save memberPropertyDefinition Override public List MemberPropertyDefinition findAllByCommunityId long communityId return repo findAllByCommunityIdOrderByNameAsc communityId Override public FindResult MemberPropertyDefinition findAllByCommunityId long communityId BaseFindCmd cmd Specification MemberPropertyDefinition spec root q cb cb and SpringData predicates Optional of cb equal root get community get id communityId if cmd getSort null cmd getSort isEmpty cmd setSort Arrays asList Order fromString name ASC PageRequest page SpringData makePageRequest cmd Page MemberPropertyDefinition resultPage repo findAll spec page return SpringData makeFindResult resultPage Override public Optional MemberPropertyDefinition findByCommunityIdName long communityId String name return repo findByCommunityIdAndName communityId name Override public MemberPropertyDefinition findById Long id return repo findById id RepositoryDefinition domainClass MemberPropertyDefinition class idClass Long class interface JpaRepository extends JpaSpecificationExecutor MemberPropertyDefinition MemberPropertyDefinition save MemberPropertyDefinition memberPropertyDefinition List MemberPropertyDefinition findAllByCommunityIdOrderByNameAsc long communityId Optional MemberPropertyDefinition findByCommunityIdAndName long communityId String name MemberPropertyDefinition findById Long id
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberPropertyDefinitionGatewayImpl.java,JpaRepository,68,"@RepositoryDefinition(domainClass = MemberPropertyDefinition.class, idClass = Long.class)
interface JpaRepository extends JpaSpecificationExecutor<MemberPropertyDefinition> {

    MemberPropertyDefinition save(MemberPropertyDefinition memberPropertyDefinition);

    List<MemberPropertyDefinition> findAllByCommunityIdOrderByNameAsc(long communityId);

    Optional<MemberPropertyDefinition> findByCommunityIdAndName(long communityId, String name);

    MemberPropertyDefinition findById(Long id);
}","@RepositoryDefinition(domainClass = MemberPropertyDefinition.class, idClass = Long.class)
interface JpaRepository extends JpaSpecificationExecutor<MemberPropertyDefinition> {

    MemberPropertyDefinition save(MemberPropertyDefinition memberPropertyDefinition);

    List<MemberPropertyDefinition> findAllByCommunityIdOrderByNameAsc(long communityId);

    Optional<MemberPropertyDefinition> findByCommunityIdAndName(long communityId, String name);

    MemberPropertyDefinition findById(Long id);
}",,RepositoryDefinition domainClass MemberPropertyDefinition class idClass Long class interface JpaRepository extends JpaSpecificationExecutor MemberPropertyDefinition MemberPropertyDefinition save MemberPropertyDefinition memberPropertyDefinition List MemberPropertyDefinition findAllByCommunityIdOrderByNameAsc long communityId Optional MemberPropertyDefinition findByCommunityIdAndName long communityId String name MemberPropertyDefinition findById Long id
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberPropertyDefinitionGatewayImpl.java,save,25,"@Override
public MemberPropertyDefinition save(MemberPropertyDefinition memberPropertyDefinition) {
    return repo.save(memberPropertyDefinition);
}","@Override
public MemberPropertyDefinition save(MemberPropertyDefinition memberPropertyDefinition) {
    return repo.save(memberPropertyDefinition);
}",,Override public MemberPropertyDefinition save MemberPropertyDefinition memberPropertyDefinition return repo save memberPropertyDefinition
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberPropertyDefinitionGatewayImpl.java,update,30,"@Override
public MemberPropertyDefinition update(MemberPropertyDefinition memberPropertyDefinition) {
    return repo.save(memberPropertyDefinition);
}","@Override
public MemberPropertyDefinition update(MemberPropertyDefinition memberPropertyDefinition) {
    return repo.save(memberPropertyDefinition);
}",,Override public MemberPropertyDefinition update MemberPropertyDefinition memberPropertyDefinition return repo save memberPropertyDefinition
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/community/io/gateway/MemberPropertyDefinitionGatewayImpl.java,findAllByCommunityId,35,"@Override
public List<MemberPropertyDefinition> findAllByCommunityId(long communityId) {
    return repo.findAllByCommunityIdOrderByNameAsc(communityId);
}","@Override
public List<MemberPropertyDefinition> findAllByCommunityId(long communityId) {
    return repo.findAllByCommunityIdOrderByNameAsc(communityId);
}",,Override public List MemberPropertyDefinition findAllByCommunityId long communityId return repo findAllByCommunityIdOrderByNameAsc communityId
